Distance_(pixels),Gray_Value
0,30.760
1,31.377
2,31.383
3,31.270
4,31.690
5,31.430
6,30.813
7,30.637
8,30.833
9,30.270
10,30.160
11,30.287
12,30.390
13,30.917
14,30.683
15,29.683
16,29.413
17,29.550
18,29.500
19,29.553
20,29.790
21,29.777
22,29.977
23,30.077
24,29.967
25,30.087
26,29.147
27,28.737
28,28.673
29,27.780
30,27.010
31,27.980
32,28.747
33,28.593
34,28.617
35,28.577
36,28.493
37,28.857
38,28.453
39,27.223
40,27.787
41,27.440
42,27.160
43,26.523
44,25.833
45,26.193
46,26.480
47,26.087
48,27.393
49,27.997
50,27.870
51,26.920
52,26.613
53,27.117
54,26.797
55,25.993
56,24.563
57,25.230
58,25.823
59,25.883
60,25.823
61,26.467
62,26.663
63,25.877
64,24.577
65,24.800
66,25.077
67,24.873
68,24.313
69,24.463
70,24.540
71,24.120
72,25.313
73,24.207
74,23.487
75,23.923
76,24.467
77,24.577
78,24.230
79,24.217
80,24.307
81,23.463
82,23.073
83,23.643
84,24.483
85,24.697
86,23.950
87,23.297
88,22.643
89,23.320
90,24.223
91,24.460
92,24.870
93,25.523
94,24.917
95,23.440
96,22.613
97,22.757
98,23.270
99,23.883
100,24.167
101,25.000
102,24.610
103,23.300
104,23.913
105,23.910
106,23.933
107,23.997
108,23.773
109,23.537
110,22.510
111,21.623
112,20.810
113,21.430
114,22.117
115,23.097
116,23.670
117,23.643
118,22.690
119,21.793
120,21.013
121,21.003
122,21.277
123,21.827
124,22.577
125,22.723
126,21.620
127,20.380
128,21.100
129,20.953
130,20.793
131,21.077
132,21.360
133,22.343
134,22.520
135,22.167
136,21.813
137,21.670
138,21.073
139,20.630
140,20.720
141,21.347
142,21.870
143,22.163
144,21.463
145,22.443
146,22.750
147,21.897
148,21.920
149,22.603
150,22.307
151,21.170
152,20.907
153,21.663
154,22.897
155,23.313
156,22.843
157,22.617
158,21.997
159,21.107
160,21.970
161,21.437
162,21.150
163,21.730
164,21.753
165,21.333
166,20.640
167,20.553
168,21.377
169,22.600
170,22.833
171,22.000
172,21.413
173,21.910
174,21.900
175,21.070
176,20.960
177,21.300
178,21.240
179,20.880
180,20.853
181,21.367
182,21.697
183,21.493
184,21.693
185,21.257
186,20.703
187,21.120
188,21.230
189,21.323
190,20.683
191,19.803
192,19.533
193,20.020
194,20.933
195,21.507
196,21.660
197,21.677
198,21.493
199,20.653
200,20.237
201,20.300
202,20.560
203,20.963
204,20.910
205,20.710
206,20.290
207,20.510
208,21.047
209,19.957
210,19.813
211,19.690
212,18.743
213,18.603
214,18.890
215,18.603
216,19.807
217,19.727
218,19.793
219,19.887
220,19.643
221,19.090
222,18.800
223,19.220
224,18.827
225,19.097
226,18.833
227,18.137
228,17.760
229,17.760
230,17.730
231,17.650
232,19.323
233,19.553
234,19.517
235,18.833
236,18.410
237,19.023
238,19.333
239,18.940
240,18.710
241,18.723
242,18.257
243,17.523
244,17.123
245,17.843
246,18.687
247,19.370
248,19.317
249,19.193
250,19.210
251,19.247
252,18.523
253,17.830
254,17.347
255,17.317
256,17.320
257,17.337
258,17.740
259,18.447
260,18.280
261,19.177
262,19.580
263,18.457
264,17.877
265,17.773
266,18.577
267,19.717
268,19.157
269,17.900
270,16.897
271,16.600
272,18.137
273,18.310
274,18.217
275,18.037
276,17.117
277,16.720
278,16.713
279,17.143
280,17.080
281,16.047
282,15.510
283,15.863
284,16.470
285,17.100
286,17.020
287,16.397
288,14.433
289,13.737
290,14.380
291,15.647
292,16.293
293,17.070
294,16.660
295,15.113
296,13.383
297,13.630
298,14.383
299,15.490
300,16.323
301,16.247
302,15.563
