Wavelength,Gray_Value
78.3494,8.446777777777777
78.5806,8.523111111111112
78.8118,8.571222222222223
79.043,8.555555555555555
79.27420000000001,8.619222222222222
79.5054,8.766666666666666
79.7366,8.85411111111111
79.9678,8.792555555555555
80.199,8.788111111111112
80.4302,8.84588888888889
80.6614,8.844444444444443
80.8926,8.733333333333334
81.1238,8.637
81.355,8.600000000000001
81.5862,8.70288888888889
81.8174,8.688777777777778
82.0486,8.801333333333334
82.2798,8.951
82.511,9.231111111111112
82.7422,9.434111111111111
82.9734,9.460111111111111
83.2046,9.351111111111111
83.4358,9.623666666666667
83.667,9.779111111111112
83.8982,9.908777777777777
84.1294,9.667333333333334
84.3606,9.590333333333332
84.5918,9.633222222222221
84.82300000000001,9.710999999999999
85.0542,9.796333333333331
85.2854,9.937999999999999
85.5166,10.122444444444445
85.7478,10.33788888888889
85.979,10.450444444444445
86.2102,10.55411111111111
86.4414,10.725888888888889
86.6726,10.908111111111111
86.9038,10.82288888888889
87.135,10.86888888888889
87.36619999999999,10.831888888888889
87.5974,10.99488888888889
87.8286,10.86611111111111
88.0598,10.801555555555554
88.291,10.793444444444445
88.5222,10.886666666666665
88.7534,11.001555555555555
88.9846,11.143777777777778
89.2158,11.249777777777778
89.447,11.326777777777776
89.6782,11.242333333333333
89.9094,11.072555555555555
90.1406,10.94522222222222
90.37180000000001,10.954777777777778
90.603,11.013333333333334
90.8342,11.311
91.0654,11.459222222222223
91.2966,11.591777777777779
91.5278,11.609555555555554
91.759,11.706444444444443
91.9902,11.75611111111111
92.2214,11.715333333333334
92.4526,11.541444444444446
92.6838,11.529666666666666
92.91499999999999,11.674222222222221
93.1462,11.985999999999999
93.3774,12.309666666666667
93.6086,12.48511111111111
93.8398,12.55988888888889
94.071,12.531
94.3022,12.25188888888889
94.5334,12.117111111111113
94.7646,11.935
94.9958,11.995555555555555
95.227,12.02811111111111
95.4582,12.219111111111111
95.6894,12.563666666666665
95.92060000000001,12.859222222222222
96.1518,12.838444444444443
96.383,12.683666666666667
96.6142,12.500666666666666
96.8454,12.443666666666667
97.0766,12.443666666666665
97.3078,12.666666666666666
97.539,13.014000000000001
97.7702,13.125777777777776
98.0014,12.930222222222222
98.23259999999999,12.705888888888888
98.46379999999999,12.726666666666667
98.695,12.907444444444444
98.9262,13.131777777777778
99.1574,13.25911111111111
99.3886,13.240555555555554
99.6198,13.133222222222223
99.851,13.042222222222222
100.0822,13.180000000000001
100.3134,13.271777777777777
100.5446,13.286555555555557
100.7758,13.409555555555556
101.007,13.62288888888889
101.2382,13.814666666666668
101.46940000000001,13.836777777777778
101.7006,13.63388888888889
101.9318,13.523555555555555
102.163,13.261444444444443
102.3942,13.25411111111111
102.6254,13.458555555555556
102.8566,13.883000000000001
103.0878,14.187444444444443
103.319,14.13711111111111
103.5502,13.852666666666666
103.78139999999999,13.76588888888889
104.01259999999999,13.757666666666665
104.2438,13.812444444444443
104.475,13.657666666666666
104.7062,13.596333333333334
104.9374,13.725999999999999
105.1686,13.961555555555556
105.3998,14.037777777777777
105.631,14.015555555555556
105.8622,13.994
106.0934,14.178444444444446
106.3246,14.25988888888889
106.5558,14.231111111111112
106.787,14.148888888888889
107.01820000000001,14.093333333333334
107.2494,14.11177777777778
107.4806,14.219222222222223
107.7118,14.313333333333333
107.943,14.426666666666668
108.1742,14.433333333333332
108.4054,14.366777777777777
108.6366,14.30088888888889
108.8678,14.330444444444446
109.099,14.38288888888889
109.33019999999999,14.575444444444443
109.56139999999999,14.496888888888888
109.7926,14.549444444444445
110.0238,14.499777777777775
110.255,14.444333333333333
110.4862,14.279222222222222
110.7174,14.154111111111112
110.9486,14.206666666666669
111.1798,14.469555555555557
111.411,14.706555555555559
111.6422,14.808111111111112
111.8734,14.750333333333332
112.1046,14.616999999999999
112.3358,14.551
112.56700000000001,14.588888888888889
112.79820000000001,14.68588888888889
113.0294,14.74888888888889
113.2606,14.668111111111111
113.4918,14.579222222222223
113.723,14.650333333333334
113.9542,14.652555555555557
114.1854,14.579333333333333
114.41659999999999,14.501555555555555
114.64779999999999,14.543777777777777
114.87899999999999,14.627444444444443
115.11019999999999,14.67411111111111
115.3414,14.855555555555554
115.5726,14.995555555555555
115.8038,14.939222222222222
116.035,14.780111111111111
116.2662,14.677222222222222
116.4974,14.539444444444447
116.7286,14.453444444444443
116.9598,14.572000000000001
117.191,14.827555555555556
117.4222,15.011222222222223
117.6534,14.841555555555553
117.8846,14.644444444444446
118.11580000000001,14.601555555555557
118.34700000000001,14.664444444444444
118.5782,14.929777777777778
118.8094,15.086
119.0406,15.395555555555555
119.2718,15.442888888888888
119.503,15.187333333333335
119.7342,14.857777777777779
119.96539999999999,14.804555555555554
120.19659999999999,14.945222222222222
120.42779999999999,15.064444444444442
120.65899999999999,15.15322222222222
120.8902,15.302222222222222
121.1214,15.269666666666668
121.3526,15.060666666666668
121.5838,15.051000000000002
121.815,15.28877777777778
122.0462,15.470333333333334
122.2774,15.44
122.5086,15.224444444444444
122.7398,15.315666666666667
122.971,15.491999999999999
123.2022,15.577888888888888
123.4334,15.505222222222221
123.66460000000001,15.508222222222221
123.89580000000001,15.569777777777778
124.127,15.619333333333335
124.3582,15.637
124.5894,15.754777777777777
124.8206,15.75711111111111
125.0518,15.62088888888889
125.283,15.613555555555555
125.51419999999999,15.776555555555555
125.74539999999999,15.738777777777779
125.97659999999999,15.781666666666666
126.20779999999999,15.661666666666667
126.439,15.917222222222222
126.6702,16.070555555555554
126.9014,16.18166666666667
127.1326,16.18611111111111
127.3638,16.078666666666667
127.595,15.794222222222224
127.8262,15.646
128.0574,15.42011111111111
128.2886,15.571888888888887
128.5198,15.740777777777778
128.751,16.129666666666665
128.9822,16.436333333333334
129.2134,16.484555555555556
129.4446,16.329000000000004
129.67579999999998,16.11266666666667
129.90699999999998,15.915555555555557
130.13819999999998,15.86588888888889
130.36939999999998,15.926000000000002
130.6006,16.060888888888886
130.8318,16.14022222222222
131.063,16.19644444444444
131.2942,16.182222222222222
131.5254,16.228777777777776
131.7566,16.333222222222222
131.9878,16.454666666666665
132.219,16.520555555555557
132.4502,16.515444444444444
132.6814,16.572666666666667
132.9126,16.56911111111111
133.1438,16.354222222222223
133.375,16.17188888888889
133.6062,16.105888888888888
133.8374,16.284444444444446
134.0686,16.500777777777778
134.2998,16.55488888888889
134.531,16.44377777777778
134.7622,16.24677777777778
134.9934,16.156444444444446
135.2246,16.378666666666668
135.4558,16.522333333333336
135.687,16.500111111111114
135.9182,16.245222222222225
136.1494,16.110444444444443
136.38060000000002,16.097111111111108
136.6118,16.04755555555555
136.843,16.004555555555555
137.0742,16.076222222222224
137.3054,16.270222222222223
137.5366,16.539777777777775
137.7678,16.721333333333334
137.999,16.711666666666666
138.2302,16.58055555555556
138.4614,16.406555555555553
138.6926,16.135555555555555
138.9238,16.090444444444444
139.155,16.06522222222222
139.3862,16.331111111111113
139.6174,16.325888888888887
139.8486,16.267333333333333
140.0798,16.13911111111111
140.311,16.023555555555557
140.54219999999998,15.944333333333333
140.77339999999998,16.05033333333333
141.00459999999998,16.154777777777777
141.23579999999998,16.371
141.46699999999998,16.337666666666667
