Distance_(pixels),IMG_6561,IMG_6562,IMG_6563,IMG_6564,IMG_6565,IMG_6566,IMG_6567,Average
3135,28.28,17.34,0.4067,41.26,24.58,20.893,18.807,21.65238571
3136,27.873,18.113,0.4133,42.293,25,20.42,19.393,21.92932857
3137,27.147,18.367,0.4467,41.973,24.587,19.38,19.573,21.6391
3138,27.453,18.12,0.42,40.3,24.88,18.773,19.473,21.34557143
3139,27.427,17.167,0.38,39.787,24.953,17.747,19.313,20.96771429
3140,26.647,16.32,0.3867,39.993,23.46,15.707,19.193,20.24381429
3141,26.94,16.76,0.3667,40.26,22.62,15.273,19.133,20.19324286
3142,26.887,17.753,0.3,40.073,23.173,15.64,19.087,20.41614286
3143,24.987,18.213,0.3267,38.467,23.253,15.36,18.953,19.9371
3144,25.04,18.42,0.3333,35.8,25.133,15.58,19.967,20.03904286
3145,26.04,18.56,0.2,36.727,24.953,15.027,19.3,20.11528571
3146,26.153,18.673,0.2,38.667,24.453,14.413,18.807,20.19514286
3147,25.067,18.28,0.3333,38.473,23.7,14.333,18.853,19.86275714
3148,24.473,17.433,0.2933,37.447,23.06,13.993,18.573,19.32461429
3149,25.187,17.387,0.3467,39.773,22.92,13.573,18.273,19.6371
3150,25.227,17.473,0.4,40.533,22.633,13.133,18.54,19.70557143
3151,24.8,17.127,0.2467,37.267,22.827,13.38,19.04,19.2411
3152,24.513,18.16,0.3733,36.04,23.367,14.073,18.807,19.33332857
3153,24.1,17.073,0.4,37.36,22.133,13.28,18.253,18.94271429
3154,23.733,16.973,0.36,39.207,21.473,12.1,18.467,18.90185714
3155,23.973,17.893,0.4,39.373,22.187,11.6,18.76,19.16942857
3156,23.727,17.533,0.2667,37.84,23.46,11.513,18.4,18.96281429
3157,23.82,16.593,0.2533,38.413,24.367,11.06,17.92,18.91804286
3158,23.493,16.313,0.36,37.713,23.86,10.493,18.2,18.63314286
3159,22.973,16.56,0.3733,34.86,22.38,10.16,18.513,17.97418571
3160,22.32,17.647,0.58,36.147,21.627,11.073,18.28,18.23914286
3161,21.693,18.693,0.5533,38.373,21.56,11.273,18.087,18.60461429
3162,21.647,19.34,0.5533,39.713,21.58,11.6,18.667,19.01432857
3163,22.347,18.993,0.4667,38.42,22.427,12.107,18.727,19.06967143
3164,22.747,18.8,0.5133,36.84,22.653,11.887,18.153,18.79904286
3165,22.587,18.82,0.5867,37.34,22.987,11.44,18.187,18.84967143
3166,21.907,17.853,0.4933,37.14,22.553,11.127,18.38,18.49332857
3167,21.067,16.847,0.5067,36.047,20.813,11.127,17.767,17.73924286
3168,21.727,15.893,0.58,36.1,20.92,11.02,18.053,17.75614286
3169,21.16,15.707,0.5,36.713,21.933,11.12,17.947,17.86857143
3170,21.6,15.46,0.46,37.327,22.84,11.293,17.727,18.101
3171,22.62,15.1,0.44,37.093,22.22,10.847,17.66,17.99714286
3172,22.533,15.193,0.3867,36.54,21.153,10.107,17.567,17.63995714
3173,22.213,15.933,0.4267,36.813,21.053,10.053,17.313,17.68638571
3174,21.587,16.173,0.4933,36.587,20.827,10.353,17.067,17.5839
3175,20.933,15.76,0.54,35.54,20.147,10.06,17.133,17.159
3176,20.727,15.74,0.4067,36.833,20.1,10.453,17.633,17.41324286
3177,19.78,15.747,0.5667,36.093,18.927,10.187,17.907,17.02967143
3178,19.707,16.093,0.6067,36.327,19.033,10.187,17.413,17.05238571
3179,21.38,15.44,0.4133,36.16,20.153,10.113,16.187,17.1209
3180,22.5,14.287,0.32,35.08,20.547,9.733,15.573,16.86285714
3181,21.873,14.24,0.3333,35.733,19.993,9.467,16.507,16.87804286
3182,20.693,14.68,0.4267,36.5,18.767,9.393,17.487,16.84952857
3183,20.52,14.633,0.48,36.407,17.627,9.693,17.627,16.71242857
3184,21.347,15.847,0.24,34.78,18.353,10.54,16.953,16.86571429
3185,22.62,16.207,0.2267,34.307,18.727,10.913,16.407,17.05824286
3186,22.807,15.747,0.24,34.167,19.72,10.413,16.48,17.082
3187,22.153,15.367,0.4133,34.32,20.22,9.287,16.513,16.89618571
3188,21.34,16.067,0.44,33.82,19.987,8.747,15.713,16.58771429
3189,20.82,16.447,0.5333,34.347,19.547,9.133,15.3,16.58961429
3190,20.887,15.753,0.4933,34.873,18.98,9.667,14.753,16.48661429
3191,21.113,15.14,0.4667,35.12,18.48,9.833,14.14,16.32752857
3192,22.113,15.4,0.2933,36.187,17.94,10.027,15.713,16.81047143
3193,21.2,16.507,0.3333,36.713,17.9,10.287,15.707,16.94961429
3194,21.433,16.853,0.3733,35.947,18.073,10.14,15.947,16.96661429
3195,22.293,16.18,0.36,33.347,17.92,9.373,16.56,16.57614286
3196,22.44,15.227,0.36,30.873,17.653,8.467,16.2,15.88857143
3197,22.84,14.267,0.3333,31.1,18.647,8.24,15.247,15.81061429
3198,22.653,13.48,0.36,32.58,19.367,9.173,14.4,16.00185714
3199,21.953,13.093,0.3333,33.92,18.94,10.08,14.26,16.08275714
3200,21.027,13.613,0.3467,36.2,19.4,10,15.673,16.60852857
3201,20.307,14.36,0.2933,37.353,19.167,9.293,14.693,16.49518571
3202,19.247,14.553,0.2267,37.107,18.88,8.273,14.627,16.13052857
3203,19.287,13.647,0.3267,35.473,18.54,7.867,14.873,15.71624286
3204,20.62,12.573,0.46,32.54,18.5,8.033,14.587,15.33042857
3205,21.947,12.493,0.5867,32.207,18.493,8.127,14.74,15.51338571
3206,22.273,12.5,0.56,33.74,18.733,7.927,14.84,15.79614286
3207,21.853,12.333,0.5533,33.973,19.22,7.88,14.453,15.75218571
3208,21.247,13.007,0.5533,34.26,20.067,8.493,14.62,16.03532857
3209,21.567,13.513,0.5533,34.553,19.687,8.327,14.493,16.09904286
3210,21.98,13.833,0.4933,33.893,18.547,8.527,14.033,15.9009
3211,22.073,13.72,0.36,32.967,17.633,8.373,13.727,15.55042857
3212,22.153,13.293,0.28,31.86,17.127,8.18,13.247,15.16285714
3213,23.22,12.967,0.3,31.3,17.447,8.747,12.787,15.25257143
3214,23.153,12.32,0.46,31.38,17.373,9.227,12.2,15.159
3215,21.76,11.787,0.6133,31.887,17.38,9.053,11.847,14.9039
3216,20.713,12.367,0.98,33.193,18.113,8.273,12.787,15.20371429
3217,20.88,12.027,0.9,32.187,18.54,8.08,12.68,15.042
3218,21.127,11.58,0.8933,32.553,18.387,8.06,12.407,15.00104286
3219,21.247,12.04,0.7733,33.107,17.487,7.587,12.68,14.98875714
3220,21.687,12.693,0.64,31.547,16.987,7.34,12.807,14.81442857
3221,22.36,13.187,0.4,31.387,16.873,7.907,12.407,14.93157143
3222,22.38,12.647,0.38,33.747,16.433,8.647,12.473,15.24385714
3223,21.633,11.947,0.5,34.88,15.787,8.853,13.307,15.27242857
3224,19.947,11.333,0.3733,32.307,16.487,9.68,13.947,14.86775714
3225,19.767,12.107,0.3067,32.44,16.5,9.373,14.367,14.9801
3226,19.187,12.467,0.2667,32.58,16.333,8.827,14.4,14.86581429
3227,19.027,11.633,0.2533,32.36,17.26,8.587,13.367,14.64104286
3228,18.947,10.78,0.2733,31.733,18.113,8.107,11.727,14.24004286
3229,18.747,11.147,0.3067,31.86,17.253,7.967,10.893,14.02481429
3230,18.867,11.647,0.38,32.033,16.047,7.607,11.5,14.01157143
3231,19.273,12.127,0.4333,31.393,16.047,7.54,12.233,14.14947143
3232,19.32,12.227,0.2867,32.053,16.367,8.427,12.86,14.50581429
3233,19.56,11.093,0.34,33.04,16.38,8.907,12.82,14.59142857
3234,19.74,10.753,0.36,33.227,16.08,9.28,12.86,14.61428571
3235,18.62,11.053,0.3467,32.28,16.12,9.34,11.647,14.20095714
3236,17.127,11.28,0.2667,32.113,16.7,8.813,10.193,13.78467143
3237,18.333,11.68,0.2533,32.973,17.04,8.24,10.867,14.19804286
3238,19.28,11.147,0.3067,32.34,16.68,7.893,12.46,14.30095714
3239,17.813,10.46,0.3733,30.713,16.08,7.727,12.58,13.67804286
3240,16.933,9.52,0.36,31.193,15.627,7.687,12.62,13.42
3241,18.073,10.147,0.32,31.793,15.233,8.34,12.887,13.82757143
3242,18.753,11.013,0.24,31.313,15.133,8.82,12.827,14.01414286
3243,19.08,11.42,0.1733,30.533,15.953,8.613,12.133,13.98647143
3244,19.647,10.947,0.2067,30.073,16.86,8.693,11.453,13.98281429
3245,20.08,10.793,0.1667,30.447,16.873,8.733,11.04,14.01895714
3246,18.96,10.047,0.0933,30.613,16.827,8.293,10.82,13.66475714
3247,17.74,8.88,0.16,31.06,17.293,7.56,10.72,13.34471429
3248,17.773,9.233,0.28,31.933,17.107,7.567,10.86,13.53614286
3249,18.313,9.613,0.2067,30.493,16.493,7.453,10.793,13.33781429
3250,18.813,10.26,0.2067,29.38,15.3,7.347,10.773,13.15424286
3251,18.413,11.32,0.2133,29.187,14.167,7.32,10.727,13.04961429
3252,17.573,11.627,0.2733,29.507,13.773,7.907,10.993,13.09332857
3253,17.927,10.7,0.2467,30.48,13.627,8.047,12.367,13.3421
3254,18.58,9.387,0.2133,30.847,13.307,7.433,12.64,13.20104286
3255,18.1,8.773,0.2133,30.427,12.807,6.413,11.7,12.63332857
3256,19.087,10.713,0.2067,31.46,12.573,7.467,11.047,13.22195714
3257,17.773,10.267,0.26,30.927,11.607,7.093,11.04,12.70957143
3258,16.273,9.727,0.2933,30.44,12.453,7.453,11.027,12.52375714
3259,15.867,9.12,0.2733,29.707,13.86,7.487,10.887,12.45732857
3260,16.487,8.293,0.2467,29.16,14.653,6.373,11.32,12.36181429
3261,17.173,7.72,0.2133,29.233,14.607,6.313,11.04,12.32847143
3262,17.54,8.407,0.2067,29.213,13.867,6.813,10.153,12.31424286
3263,17.58,9.587,0.18,29.027,12.707,6.507,9.333,12.13157143
3264,16.993,11.447,0.1733,29.627,11.973,6.307,9.173,12.2419
3265,16.78,11.333,0.1733,30.173,12.12,7.26,8.467,12.32947143
3266,17.087,10.6,0.22,30.747,12.487,8.167,7.927,12.46214286
3267,16.847,9.613,0.3067,29.68,13.027,7.353,8.713,12.21995714
3268,16.44,8.927,0.36,28.74,13.26,6.973,10.393,12.15614286
3269,17.673,8.847,0.3333,30.633,13.187,8.473,10.927,12.86761429
3270,18.553,9.327,0.2933,31.413,12.967,9.393,10.033,13.1399
3271,17.26,9.973,0.2533,29.233,13.033,8.013,9.513,12.46832857
3272,16.033,10.093,0.3067,26.833,12.727,8,8.733,11.81795714
3273,17.207,10.227,0.2267,28.053,12.387,7.773,8.673,12.0781
3274,17.8,9.867,0.36,28.873,11.887,7.793,9.08,12.23714286
3275,16.6,9.62,0.42,28.72,11.313,8.353,9.16,12.02657143
3276,15.533,9.847,0.32,27.927,10.587,8.527,9.06,11.68585714
3277,16.247,10.373,0.44,28.233,11.027,8.153,9.587,12.00857143
3278,16.72,10.407,0.5733,28.247,11.72,7.36,10.113,12.1629
3279,16.233,10.193,0.3467,28.073,11.813,7.187,9.893,11.96267143
3280,16.453,10.2,0.24,27.88,11.66,6.68,9.907,11.86
3281,17.893,10.52,0.2467,26.953,10.253,7.353,9.673,11.84167143
3282,18.013,11.033,0.2933,27.2,10.127,8.4,10.08,12.16375714
3283,16.373,11.18,0.3467,28.113,11.22,9.053,10.467,12.39324286
3284,14.847,10.08,0.28,28.4,11.68,9,10.587,12.12485714
3285,14.7,9.06,0.2267,28.887,12.1,8.387,10.467,11.97538571
3286,14.94,8.92,0.16,28.427,12.007,7.687,9.773,11.702
3287,15.193,9.267,0.0933,27.12,11.247,7.473,8.46,11.26475714
3288,15.94,10.22,0.12,26.027,10.813,7.54,8.833,11.35614286
3289,16.16,10.527,0.0533,24.8,10.133,7.56,9.6,11.2619
3290,16.107,9.92,0.08,24.62,9.68,7.627,9.833,11.12385714
3291,15.613,8.893,0.08,25.293,9.753,7.66,9.96,11.036
3292,15.32,8.633,0.12,25.927,9.593,7.387,9.713,10.95614286
3293,15.4,9.207,0.1333,27.627,9.22,7.553,9.847,11.2839
3294,14.82,10.047,0.3,27.78,9.493,7.587,9.953,11.42571429
3295,13.927,10.14,0.3533,26.24,10.56,6.84,9.213,11.03904286
3296,13.413,9.853,0.0933,24.96,11.3,5.46,9.047,10.58947143
3297,14.227,8.993,0.0933,24.473,11.447,5.66,9.18,10.5819
3298,14.5,8.107,0.08,23.847,11.587,5.3,9.087,10.35828571
3299,13.78,7.507,0.1,23.74,11.187,4.693,8.753,9.965714286
3300,12.527,7.053,0.1133,24.013,10.427,4.767,8.947,9.692471429
3301,13.44,7.513,0.1733,24.54,10.2,5.52,9.547,10.13332857
3302,14.187,8.2,0.24,24.853,9.94,6.02,9.573,10.43042857
3303,13.84,8.387,0.2733,25.587,9.32,5.907,9.353,10.38104286
3304,13.92,9.42,0.36,25.347,9.827,5.627,8.947,10.49257143
3305,14.287,10.12,0.1733,24,10.62,5.967,8.38,10.50675714
3306,14.98,10.9,0.12,23.187,11.44,6.32,8.387,10.762
3307,15.547,10.347,0.16,23.207,11.8,6.68,8.727,10.924
3308,14.847,9.48,0.2667,22.993,11.613,7.313,8.887,10.77138571
3309,13.407,9.347,0.44,23.7,11.76,7.753,9.72,10.87528571
3310,12.647,9.053,0.2733,24.913,11.827,7.353,10.207,10.89618571
3311,13.04,8.26,0.16,26.193,11.613,6.76,9.447,10.78185714
3312,13.927,8.053,0.1933,25.907,10.567,5.927,9.293,10.55247143
3313,14.847,8.393,0.1867,23.567,9.527,5.793,8.96,10.18195714
3314,14.793,8.92,0.2733,22.273,8.633,5.767,9.133,9.970328571
3315,14.56,8.78,0.2333,22.373,8.567,5.793,10.153,10.06561429
3316,14.573,8.413,0.1667,22.32,9.18,5.867,10.933,10.20752857
3317,15.453,8.773,0.18,23.26,9.433,5.78,10.653,10.50457143
3318,15.487,8.52,0.1267,23.947,9.793,5.28,9.693,10.40667143
3319,12.907,7.567,0.18,23.48,10.553,4.947,8.867,9.785857143
3320,11.18,7.62,0.2933,24.647,12.18,5.447,10.073,10.20575714
3321,12.64,8.46,0.2333,24.4,11.233,4.887,10.113,10.2809
3322,14.073,9.307,0.2333,24.44,10.52,4.707,10.347,10.51818571
3323,14.02,9.74,0.22,23.813,10.093,4.727,10.527,10.44857143
3324,12.54,10.033,0.2133,23.607,9.493,4.287,10.233,10.05804286
3325,12.567,10.033,0.2467,24.78,10.427,4.42,9.993,10.35238571
3326,13.393,9.373,0.1867,24.807,11.12,4.853,10.1,10.54752857
3327,13.98,8.6,0.1467,22.887,10.92,5.12,9.787,10.20581429
3328,14.473,8.493,0.1667,22.673,11.84,5.88,10.293,10.54552857
3329,14.753,8.787,0.1333,23.78,11.173,5.767,10.027,10.63147143
3330,14.847,9.2,0.1467,23.953,10.547,5.667,10.193,10.65052857
3331,14.447,9.107,0.1333,23.433,10.027,5.693,10.567,10.48675714
3332,14.62,8.567,0.1067,22.74,9.467,5.333,10.673,10.21524286
3333,15.213,8.947,0.1333,22.86,9.193,5,10.053,10.1999
3334,15.16,9.74,0.16,22.933,9.753,4.547,9.693,10.28371429
3335,13.993,10.093,0.16,22.627,10.687,4.407,9.7,10.23814286
3336,11.88,8.987,0.16,23.087,11.253,4.133,10.067,9.938142857
3337,11.173,8.52,0.12,23.887,10.58,4.707,9.5,9.783857143
3338,11.367,7.78,0.16,24.027,10.067,5.14,9.747,9.755428571
3339,12.42,7.107,0.1733,24.067,9.347,4.84,10.187,9.734471429
3340,13.2,7.073,0.2933,24.267,8.487,4.207,9.933,9.637185714
3341,13.467,7.54,0.28,24.527,9.007,4.24,9.507,9.795428571
3342,13.327,8.513,0.1467,23.96,10.1,3.96,9.68,9.955242857
3343,12.88,9.527,0.12,23.42,10.487,3.4,10.193,10.00385714
3344,13.893,10,0.1733,22.867,12.1,3.753,9.727,10.35904286
3345,13.327,10.353,0.16,23.607,12.747,3.727,9.547,10.49542857
3346,13.1,10.127,0.22,24.98,12.593,3.78,9.24,10.57714286
3347,12.853,10.267,0.2467,24.42,11.4,3.853,8.787,10.26095714
3348,12.133,10.78,0.3267,23.7,10.567,4.373,8.407,10.04095714
3349,11.593,10.84,0.3467,24.847,10.667,4.973,8.793,10.29424286
3350,11.06,10.673,0.3467,24.247,11.113,5.54,9.333,10.33038571
3351,10.587,10.66,0.3733,23.06,11.287,6.067,9.147,10.16875714
3352,10.4,9.893,0.2867,24.5,12.087,6.873,9.873,10.55895714
3353,10.853,9.947,0.2533,24.413,12.113,7.06,9.727,10.62375714
3354,11.7,9.787,0.3267,23.86,11.913,6.347,9.533,10.49524286
3355,12.647,10.033,0.3333,23.32,11.387,5.08,9.88,10.3829
3356,13.293,10.647,0.4133,23.293,10.7,4.48,10.287,10.44475714
3357,13.947,11.2,0.5067,23.7,10.56,4.42,10.113,10.63524286
3358,14.2,10.493,0.3867,23.213,10.787,4.58,8.74,10.34281429
3359,14.033,9.607,0.28,22.72,10.987,5.147,7.787,10.08014286
3360,13.987,8.993,0.2133,21.9,11.613,6.653,8.013,10.19604286
3361,13.62,8.467,0.2533,22.46,10.833,6.533,8.34,10.07232857
3362,12.98,8.173,0.3133,23.927,10.547,6.473,8.613,10.14661429
3363,12.613,8.173,0.34,24.88,10.7,6.133,9.153,10.28457143
3364,12.847,8.207,0.36,24.247,10.927,5.6,10.093,10.32585714
3365,13.587,8.373,0.3067,23.773,11.393,5.027,10.507,10.42381429
3366,13.493,8.393,0.2667,23.167,11.387,5.093,10.173,10.28181429
3367,13.227,8.287,0.3067,22.313,10.927,5.36,9.493,9.987671429
3368,13.633,9.5,0.52,21.793,10.88,6.447,9.453,10.318
3369,13.26,9.487,0.54,22.1,10.74,6.007,9.76,10.27057143
3370,12.733,9.833,0.5,22.52,10.347,5.427,9.887,10.17814286
3371,13.213,9.8,0.4133,22.833,9.687,5.04,9.613,10.08561429
3372,14.313,9.267,0.34,22.547,9.273,4.687,8.873,9.9
3373,14.247,8.987,0.3333,23.147,9.607,4.967,7.873,9.880185714
3374,13.207,8.687,0.2933,23.347,10.32,5.233,7.173,9.751471429
3375,12.727,8.027,0.3133,22.48,10.76,5.673,6.953,9.5619
3376,12.767,9.293,0.1867,22.067,11.127,6.847,7.72,10.0011
3377,13.52,9.68,0.1467,22.393,10.373,7.673,8.447,10.31895714
3378,13.167,10.16,0.1333,22.707,9.487,7.853,8.547,10.29347143
3379,12.327,10.107,0.1733,23.127,9.107,6.86,8,9.957328571
3380,12.067,9.433,0.1867,22.4,9.107,5.713,7.947,9.550528571
3381,12.487,9.153,0.2333,21.147,9.427,5.5,8.44,9.4839
3382,12.6,9.04,0.22,20.767,10.42,5.387,8.507,9.563
3383,12.047,9.187,0.22,21.453,11.487,5.373,8.107,9.696285714
3384,12.373,10.34,0.1467,23.38,12.853,5.713,7.473,10.32552857
3385,12.733,10.147,0.0933,24.247,12.127,6.887,7.513,10.53532857
3386,13.693,10.3,0.0533,23.487,10.567,7.693,7.593,10.48375714
3387,13.807,10.033,0.0533,22.113,9.487,7.313,7.933,10.10561429
3388,12.62,8.56,0.08,20.033,9.053,6.893,8.38,9.374142857
3389,12.527,7.58,0.0933,19.453,9.227,6.387,8.64,9.129614286
3390,12.373,7.367,0.2267,21.507,9.013,5.833,8.787,9.300957143
3391,11.98,7.38,0.2933,22.94,9.04,5.387,8.693,9.387614286
3392,12.567,6.987,0.1667,24.94,8.987,4.4,8.813,9.551528571
3393,13.287,7.047,0.2133,25.073,8.707,3.593,8.267,9.455328571
3394,13.44,7.253,0.2,24.687,8.913,4.013,7.873,9.482714286
3395,12.2,7.073,0.2133,23.78,9.267,4.493,7.84,9.266614286
3396,10.893,6.573,0.1467,22.673,9.387,4.487,8.233,8.913242857
3397,11.033,6.72,0.0933,22.353,8.887,5.333,8.16,8.9399
3398,11.58,7.153,0.12,21.58,8.12,5.947,7.953,8.921857143
3399,11.547,7.093,0.16,20.62,7.8,4.92,7.94,8.582857143
3400,12.1,8.387,0.3133,22.167,8.733,4.573,8.527,9.257185714
3401,12.167,8.8,0.2533,22.973,8.767,4.087,8.253,9.328614286
3402,11.753,8.987,0.2133,23.293,8.92,3.867,8.347,9.340042857
3403,10.96,8.14,0.22,22.267,8.987,4.013,8.233,8.974285714
3404,10.393,7.093,0.2533,20.107,9.327,4.28,7.453,8.415185714
3405,10.533,6.407,0.2867,18.553,9.4,4.22,7.027,8.060957143
3406,11.073,5.953,0.2333,18.627,8.84,4.207,7.493,8.0609
3407,11.367,5.347,0.1933,20.073,8.193,4.413,8.073,8.237042857
3408,11.987,5.807,0.1933,23.207,7.6,4.867,8.18,8.834471429
3409,11.533,6.933,0.16,23.073,7.313,4.433,7.873,8.759714286
3410,10.753,8.307,0.1733,21.06,8.207,4.38,7.833,8.673328571
3411,9.767,8.893,0.16,20.333,8.68,4.393,8.247,8.639
3412,8.807,8.487,0.2133,20.193,8.26,4.233,8.587,8.397185714
3413,8.753,7.76,0.2133,19.373,9.04,3.78,7.933,8.121757143
3414,9.507,7.293,0.2,19.427,9.647,3.553,7.107,8.104857143
3415,9.92,6.913,0.1733,21.427,8.427,3.753,6.533,8.163757143
3416,11.553,6.9,0.0933,24.487,7.447,3.427,8.113,8.860042857
3417,12.18,7.087,0.0667,23.333,8.047,4.173,7.98,8.980957143
3418,12.387,7.373,0.2533,22.233,8.367,4.973,8,9.083757143
3419,11.713,7.9,0.2533,22.633,8.427,5.367,8.44,9.247614286
3420,11.287,7.973,0.2,22.247,8.127,5.127,8.767,9.104
3421,11.22,8.193,0.2,21.087,7.627,4.533,8.407,8.752428571
3422,10.447,7.827,0.1467,20.847,7.047,3.96,7.42,8.2421
3423,9.26,7.287,0.1867,20.553,7.307,3.667,6.66,7.845814286
3424,8.86,6.78,0.3,20.647,7.287,4.12,7.14,7.876285714
3425,8.567,6.98,0.2667,20.587,7.22,4.28,7.153,7.864814286
3426,8.92,7.22,0.2933,20.553,7.467,4.347,7.153,7.993328571
3427,9.753,7.893,0.22,20.58,8.32,4.54,7.393,8.385571429
3428,9.98,8.573,0.1667,20.533,9.207,4.58,8.113,8.7361
3429,10.04,8.933,0.14,21.287,9.22,4.767,8.613,9
3430,9.727,8.813,0.0667,22.06,8.62,4.66,8.407,8.907671429
3431,9.067,8.593,0.12,22.433,7.913,4.627,7.607,8.622857143
3432,9.713,8.78,0.2,22.52,7.92,5.06,6.733,8.703714286
3433,9.5,8.2,0.24,22.967,8.047,5.447,7.02,8.774428571
3434,9.493,7.733,0.2933,22.6,7.727,5.9,6.867,8.659042857
3435,9.873,7.74,0.32,22.56,7.127,5.567,6.32,8.501
3436,9.92,7.733,0.4667,22.82,7.647,4.687,6.06,8.476242857
3437,9.973,7.487,0.4867,21.84,8.547,3.84,6.447,8.374385714
3438,9.827,7.673,0.4867,20.993,8.707,3.52,7.067,8.324814286
3439,9.587,8.287,0.44,21.84,8.46,3.307,7.707,8.518285714
3440,10.14,8.587,0.28,23.233,8.82,3.327,7.9,8.898142857
3441,10.72,8.7,0.32,23.167,8.953,3.827,8.113,9.114285714
3442,10.767,8.8,0.3467,22.153,9.147,4.28,7.9,9.056242857
3443,10.28,8.82,0.32,21.113,9.007,4.447,7.307,8.756285714
3444,10.02,8.487,0.2667,21.413,8.753,4.507,6.56,8.572385714
3445,10.493,8.247,0.2133,22.967,9.44,4.653,6.447,8.9229
3446,10.06,7.787,0.18,23.18,9.84,3.947,6.427,8.774428571
3447,9.1,7.393,0.1533,22.347,9.86,3.4,6.573,8.403757143
3448,8.78,7.74,0.1,22.42,9.62,2.513,7.567,8.391428571
3449,8.74,6.753,0.0733,20.767,9.34,3.107,7.7,8.068614286
3450,9.88,6.18,0.1133,19.62,9.067,3.707,7.913,8.068614286
3451,10.487,6.727,0.1267,18.387,8.827,3.553,7.987,8.013528571
3452,9.973,7.26,0.2067,17.193,8.153,3.147,8.053,7.712242857
3453,10.667,7.58,0.2467,18.96,7.48,2.847,7.947,7.9611
3454,11.133,7.867,0.2867,21.767,7.433,2.94,7.48,8.415242857
3455,10.407,8.427,0.3133,22.907,8.12,3.087,7.093,8.622042857
3456,10.607,8.7,0.2667,23.267,10.587,3.673,7.407,9.215385714
3457,11.62,8.113,0.2533,23.58,10.88,3.64,6.74,9.2609
3458,11.713,7.52,0.2733,22.287,10.933,3.793,6.66,9.025614286
3459,10.807,7.147,0.2733,20.373,10.56,4.227,7.373,8.680042857
3460,10.893,6.86,0.2067,19.713,10.633,4.62,7.64,8.652242857
3461,11.767,6.42,0.1933,20.28,11.333,4.493,7.38,8.838042857
3462,11.68,6.353,0.2333,20.667,11.187,3.967,6.88,8.709614286
3463,10.727,6.673,0.2333,20.773,10.18,3.54,6.42,8.363757143
3464,9.593,6.96,0.2733,21.98,9.133,3.293,6.293,8.2179
3465,9.733,6.393,0.2667,22.133,8.4,3.507,6.24,8.0961
3466,9.173,5.8,0.12,22.453,7.707,4.127,6.46,7.977142857
3467,8.593,5.793,0.1067,22.233,7.287,4.533,7,7.9351
3468,9.067,6.413,0.0933,21.027,7.267,4.473,6.68,7.860042857
3469,10.26,7.153,0.0933,20.56,8.22,3.867,6.847,8.1429
3470,11.02,7.227,0.1067,19.947,7.96,2.987,7.16,8.058242857
3471,11.093,6.84,0.08,18.593,6.813,2.46,7.153,7.576
3472,10.327,7.633,0.08,18.853,6.5,2.5,6.787,7.525714286
3473,10.213,7.267,0.1067,20.22,6.547,2.453,6.493,7.614242857
3474,10.16,7.153,0.12,22.367,6.92,2.833,6.207,7.965714286
3475,10.48,7.307,0.12,22.62,7.253,3.473,5.987,8.177142857
3476,10.96,7.267,0.0933,21.16,7.567,3.913,5.82,8.111471429
3477,10.82,7.48,0.0933,21.227,7.787,3.807,5.86,8.153471429
3478,10.287,7.88,0.1067,21.373,7.927,3.507,6.187,8.1811
3479,10.053,7.96,0.1333,20.54,8.207,3.587,6.727,8.172471429
3480,9.727,6.94,0.1267,19.593,7.8,3.66,8.12,7.995242857
3481,9.327,6.14,0.1133,18.88,6.727,3.48,7.367,7.433471429
3482,9.147,5.193,0.0533,17.4,6.48,3.38,6.213,6.838042857
3483,9.267,4.84,0.0733,16.42,7.407,3.14,5.587,6.676328571
3484,9.62,5.12,0.06,16.847,8.46,2.973,5.5,6.94
3485,9.713,5.687,0.0733,18.807,8.753,2.94,5.713,7.383757143
3486,9.513,6.16,0.06,20.467,8.44,3.013,5.807,7.637142857
3487,9.473,6.66,0.06,19.893,8.127,3.167,5.64,7.574285714
3488,10.053,6.553,0.3333,18.713,7.3,3.22,5.147,7.331328571
3489,10.427,6.867,0.32,18.58,6.62,3.307,5.287,7.344
3490,10.84,6.647,0.2333,20.033,6.367,3.48,5.66,7.608614286
3491,10.78,6.013,0.26,22.067,6.953,3.527,5.507,7.872428571
3492,10.487,5.26,0.1733,22.327,7.633,3.8,5.473,7.879042857
3493,10.947,5.047,0.1267,22.58,7.947,4.327,5.467,8.0631
3494,10.373,5.34,0.14,21.367,7.7,4,5.433,7.764714286
3495,9.113,5.933,0.12,19.293,7.6,3.46,5.213,7.247428571
3496,9.02,7.24,0.1733,18.947,7.833,3.173,5.14,7.3609
3497,8.733,7.267,0.16,20.013,8.14,2.787,4.62,7.388571429
3498,8.633,7.633,0.1467,20.207,8.18,2.58,4.553,7.418957143
3499,9.22,7.247,0.1133,19.433,7.533,2.64,4.953,7.305614286
3500,10,6.327,0.1733,18.767,6.9,2.633,5.66,7.208614286
3501,10.673,6.393,0.1733,18.787,6.647,2.667,6.153,7.356185714
3502,9.767,6.353,0.0933,18.687,6.653,2.693,6.12,7.195185714
3503,8.08,5.66,0.12,18.52,7,2.993,5.733,6.872285714
3504,7.773,5.36,0.2467,19.587,7.567,4.113,5.653,7.185671429
3505,8.033,5.36,0.2333,19.727,8.46,3.42,5.947,7.311471429
3506,8.64,5.693,0.1467,20.613,8.867,2.927,6.133,7.574242857
