Nanometers   Percentual
-----------------------
355.5,69.5
356.1,66.9
356.6,65.6
357.2,64.8
357.7,64.5
358.3,62.2
358.8,62.8
359.4,63.0
359.9,62.9
360.5,61.0
361.0,60.5
361.6,60.2
362.1,60.1
362.7,59.0
363.2,58.3
363.8,58.8
364.3,58.3
364.9,57.4
365.4,58.0
366.0,57.8
366.5,57.4
367.1,57.6
367.6,57.2
368.2,56.7
368.7,56.7
369.3,55.4
369.8,55.3
370.4,56.7
370.9,56.5
371.5,56.9
372.0,56.1
372.6,56.1
373.1,56.5
373.7,57.4
374.2,57.6
374.8,57.6
375.3,57.9
375.9,58.4
376.4,58.3
377.0,58.0
377.5,58.9
378.1,60.1
378.6,60.0
379.2,60.5
379.7,60.5
380.3,60.7
380.8,62.9
381.4,62.4
381.9,62.9
382.5,63.6
383.0,64.1
383.6,64.7
384.1,63.6
384.7,63.1
385.2,63.6
385.8,64.9
386.3,65.5
386.9,65.3
387.4,65.8
388.0,65.4
388.5,65.5
389.1,65.6
389.6,65.9
390.2,67.0
390.7,68.3
391.3,69.6
391.8,71.4
392.4,72.5
392.9,70.6
393.5,70.0
394.0,71.3
394.6,71.6
395.1,73.0
395.7,73.7
396.2,74.8
396.8,73.7
397.3,72.9
397.9,73.2
398.4,74.4
399.0,75.5
399.5,74.6
400.1,75.2
400.6,74.2
401.2,73.7
401.7,74.0
402.3,74.2
402.8,75.4
403.4,75.0
403.9,73.7
404.5,74.3
405.0,73.2
405.6,71.4
406.1,71.3
406.7,70.6
407.2,71.0
407.8,69.3
408.3,68.6
408.9,68.5
409.4,68.3
410.0,67.6
410.5,68.5
411.1,68.5
411.6,66.9
412.2,64.8
412.7,65.1
413.3,64.6
413.8,65.1
414.4,63.5
414.9,61.9
415.5,60.6
416.0,59.0
416.6,59.4
417.1,59.6
417.7,59.0
418.2,58.0
418.8,57.3
419.3,56.5
419.9,55.2
420.4,55.2
421.0,54.4
421.5,54.2
422.1,54.3
422.6,52.8
423.2,52.8
423.7,52.0
424.3,51.5
424.8,50.6
425.4,49.4
425.9,49.1
426.5,48.6
427.0,47.4
427.6,46.5
428.1,46.9
428.6,46.6
429.2,45.7
429.7,44.9
430.3,44.4
430.8,43.5
431.4,44.7
431.9,52.5
432.5,74.8
433.0,       110.0
433.6,       110.0
434.1,       110.0
434.7,87.8
435.2,58.5
435.8,48.8
436.3,47.8
436.9,45.7
437.4,42.4
438.0,40.8
438.5,39.2
439.1,38.6
439.6,38.9
440.2,39.8
440.7,40.4
441.3,40.5
441.8,39.4
442.4,38.6
442.9,38.7
443.5,38.8
444.0,38.7
444.6,37.4
445.1,37.9
445.7,38.3
446.2,37.9
446.8,37.7
447.3,37.6
447.9,37.0
448.4,36.6
449.0,36.4
449.5,36.9
450.1,37.3
450.6,37.3
451.2,36.9
451.7,37.1
452.3,36.7
452.8,36.3
453.4,36.6
453.9,36.4
454.5,36.7
455.0,36.7
455.6,37.0
456.1,37.3
456.7,37.1
457.2,36.8
457.8,37.3
458.3,37.3
458.9,37.0
459.4,37.1
460.0,36.9
460.5,37.0
461.1,36.8
461.6,36.7
462.2,36.6
462.7,37.1
463.3,37.5
463.8,37.4
464.4,36.7
464.9,37.2
465.5,37.8
466.0,37.7
466.6,38.2
467.1,38.2
467.7,38.2
468.2,38.6
468.8,38.7
469.3,39.6
469.9,39.4
470.4,39.5
471.0,39.7
471.5,39.7
472.1,40.0
472.6,39.7
473.2,39.5
473.7,39.6
474.3,40.2
474.8,41.2
475.4,41.6
475.9,42.0
476.5,43.0
477.0,44.3
477.6,44.4
478.1,44.7
478.7,45.7
479.2,47.5
479.8,48.9
480.3,51.6
480.9,54.3
481.4,56.6
482.0,59.4
482.5,62.4
483.1,65.3
483.6,66.8
484.2,68.4
484.7,69.3
485.3,68.6
485.8,67.3
486.4,66.1
486.9,64.7
487.5,63.4
488.0,62.4
488.6,61.9
489.1,61.7
489.7,61.9
490.2,62.1
490.8,61.9
491.3,61.9
491.9,62.1
492.4,62.0
493.0,61.7
493.5,61.5
494.1,61.3
494.6,61.2
495.2,61.0
495.7,60.5
496.3,60.1
496.8,59.6
497.4,59.0
497.9,58.6
498.5,58.2
499.0,57.6
499.6,56.7
500.1,55.7
500.7,54.3
501.2,53.8
501.8,53.0
502.3,52.3
502.9,51.3
503.4,50.8
504.0,50.1
504.5,49.2
505.1,48.8
505.6,48.6
506.2,47.6
506.7,47.8
507.3,47.7
507.8,47.9
508.4,47.8
508.9,47.1
509.5,46.6
510.0,46.5
510.6,46.7
