Nanometers   Percentual
-----------------------
355.5,       110.0
356.1,       110.0
356.6,       110.0
357.2,       110.0
357.7,       110.0
358.3,       110.0
358.8,       110.0
359.4,       110.0
359.9,       110.0
360.5,       110.0
361.0,       110.0
361.6,       110.0
362.1,       110.0
362.7,       110.0
363.2,       110.0
363.8,       110.0
364.3,       110.0
364.9,       110.0
365.4,       110.0
366.0,       110.0
366.5,       110.0
367.1,       110.0
367.6,       110.0
368.2,       110.0
368.7,       110.0
369.3,       110.0
369.8,       110.0
370.4,       110.0
370.9,       110.0
371.5,       110.0
372.0,       110.0
372.6,       110.0
373.1,       110.0
373.7,       110.0
374.2,       110.0
374.8,       110.0
375.3,       110.0
375.9,       110.0
376.4,       110.0
377.0,       110.0
377.5,       110.0
378.1,       110.0
378.6,       110.0
379.2,       110.0
379.7,       110.0
380.3,       110.0
380.8,       110.0
381.4,       110.0
381.9,       110.0
382.5,       110.0
383.0,       110.0
383.6,       110.0
384.1,       110.0
384.7,       110.0
385.2,       110.0
385.8,       110.0
386.3,       110.0
386.9,       110.0
387.4,       110.0
388.0,       110.0
388.5,       110.0
389.1,       110.0
389.6,       109.3
390.2,       110.0
390.7,       110.0
391.3,       110.0
391.8,       110.0
392.4,       109.9
392.9,       107.2
393.5,       105.2
394.0,       106.3
394.6,       106.8
395.1,       105.8
395.7,       104.3
396.2,       104.5
396.8,       103.9
397.3,       103.0
397.9,       104.4
398.4,       103.7
399.0,       102.6
399.5,       103.1
400.1,       101.9
400.6,        99.9
401.2,        98.0
401.7,        98.4
402.3,        96.7
402.8,        98.1
403.4,        96.6
403.9,        95.0
404.5,        94.8
405.0,        92.6
405.6,        92.3
406.1,        92.7
406.7,        92.0
407.2,        91.3
407.8,        89.8
408.3,        89.3
408.9,        88.0
409.4,        86.3
410.0,        85.6
410.5,        84.4
411.1,        83.6
411.6,        82.4
412.2,        81.6
412.7,        81.7
413.3,        80.7
413.8,        81.5
414.4,        79.6
414.9,        78.7
415.5,        76.9
416.0,        75.1
416.6,        74.0
417.1,        73.7
417.7,        72.6
418.2,        71.7
418.8,        70.4
419.3,        69.4
419.9,        69.0
420.4,        68.3
421.0,        68.1
421.5,        67.0
422.1,        66.2
422.6,        64.9
423.2,        63.4
423.7,        62.4
424.3,        62.2
424.8,        61.1
425.4,        59.6
425.9,        59.4
426.5,        59.2
427.0,        57.6
427.6,        57.4
428.1,        57.6
428.6,        56.6
429.2,        56.1
429.7,        55.7
430.3,        55.5
430.8,        54.1
431.4,        53.5
431.9,        53.1
432.5,        55.3
433.0,        62.5
433.6,        68.9
434.1,        67.2
434.7,        60.8
435.2,        61.4
435.8,        66.2
436.3,        69.4
436.9,        63.2
437.4,        51.3
438.0,        44.8
438.5,        42.3
439.1,        41.9
439.6,        43.5
440.2,        46.0
440.7,        48.1
441.3,        49.0
441.8,        48.5
442.4,        47.1
442.9,        47.7
443.5,        48.1
444.0,        47.2
444.6,        47.3
445.1,        47.7
445.7,        46.7
446.2,        46.9
446.8,        46.4
447.3,        46.0
447.9,        45.4
448.4,        45.2
449.0,        45.6
449.5,        45.8
450.1,        46.1
450.6,        46.0
451.2,        45.3
451.7,        45.5
452.3,        45.6
452.8,        45.4
453.4,        45.4
453.9,        45.7
454.5,        45.9
455.0,        45.2
455.6,        45.5
456.1,        45.5
456.7,        45.2
457.2,        45.0
457.8,        44.8
458.3,        44.5
458.9,        44.8
459.4,        44.9
460.0,        44.7
460.5,        44.9
461.1,        45.3
461.6,        45.4
462.2,        45.8
462.7,        46.2
463.3,        46.2
463.8,        46.4
464.4,        46.1
464.9,        46.0
465.5,        46.0
466.0,        45.5
466.6,        46.1
467.1,        46.2
467.7,        46.9
468.2,        47.3
468.8,        47.6
469.3,        47.9
469.9,        48.7
470.4,        48.9
471.0,        48.6
471.5,        49.7
472.1,        49.9
472.6,        49.8
473.2,        49.5
473.7,        50.2
474.3,        51.2
474.8,        50.9
475.4,        52.0
475.9,        52.1
476.5,        53.0
477.0,        54.0
477.6,        54.6
478.1,        55.1
478.7,        56.5
479.2,        58.6
479.8,        60.1
480.3,        61.7
480.9,        63.8
481.4,        66.4
482.0,        67.6
482.5,        68.8
483.1,        70.6
483.6,        71.3
484.2,        72.2
484.7,        73.1
485.3,        73.4
485.8,        73.9
486.4,        74.0
486.9,        73.9
487.5,        74.0
488.0,        73.7
488.6,        73.7
489.1,        73.4
489.7,        73.4
490.2,        72.9
490.8,        72.5
491.3,        72.5
491.9,        73.3
492.4,        74.3
493.0,        74.2
493.5,        74.4
494.1,        74.3
494.6,        73.9
495.2,        74.0
495.7,        73.7
496.3,        73.5
496.8,        72.9
497.4,        72.7
497.9,        72.6
498.5,        72.4
499.0,        72.4
499.6,        72.6
500.1,        72.0
500.7,        71.4
501.2,        71.2
